/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0076.wav,89004,group
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0077.wav,59886,gnaw
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0078.wav,193804,the humidity is overwhelming there
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0079.wav,54926,air
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0080.wav,99884,air
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0081.wav,112844,select
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0082.wav,88364,yes
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0083.wav,59884,toot
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0084.wav,79724,bad
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0085.wav,77484,white
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0086.wav,210604,my sister made the flowered curtains
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0087.wav,136524,lip
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0088.wav,274444,two other cases also were under advisement
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0089.wav,108524,briar
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0091.wav,110124,sleep
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0092.wav,77964,coupe
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0094.wav,122124,pat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0095.wav,60684,and
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0096.wav,243244,a roll of wire lay near the wall
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0097.wav,80684,echo
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0098.wav,304524,aluminum silverware can often be flimsy
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0099.wav,92844,fat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0100.wav,98284,mike
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0101.wav,111084,seeds
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0102.wav,73324,sell
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0103.wav,125644,brought
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0104.wav,212684,students watched as he got out
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0105.wav,77964,at
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0106.wav,71084,pretty
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0107.wav,60686,sigh
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0108.wav,85164,pitting
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0109.wav,46924,lick
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0110.wav,72204,lick
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0111.wav,318446,both injuries were to the same leg
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0112.wav,62284,tell
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0113.wav,81644,lair
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0114.wav,90444,vat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0115.wav,127724,kilo
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0116.wav,92526,witty
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0117.wav,240524,the dolphins swam around our boat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M03/wav_headMic/0118.wav,100524,lima
